"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,102741,CME ,00,102 ,   61450,     169,   44669,       0,   49635,    2445,      33,    7264,   10539,      91,    1188,    1856,       0,   58380,   59633,    3070,    1817,     -99,       0,       0,       0,   -2022,     -61,       0,    2124,    -119,      65,     -58,    -106,       0,     109,    -221,    -208,     122,  100.0,    0.3,   72.7,    0.0,   80.8,    4.0,    0.1,   11.8,   17.2,    0.1,    1.9,    3.0,    0.0,   95.0,   97.0,    5.0,    3.0,     68,.,      4,      0,     15,      5,.,     17,     13,.,      6,      7,      0,     39,     32,    75.1,    74.7,    83.2,    85.8,    75.1,    74.7,    83.1,    85.8,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,112741,CME ,00,112 ,   56235,   34038,    5746,       0,    1607,   21985,      21,   17606,   20582,     481,     241,    1301,      25,   54019,   50141,    2216,    6094,    5391,    7972,    1810,     -28,   -2364,    1225,     -76,     605,    1833,     101,    -610,     126,      -2,    5598,    4989,    -207,     402,  100.0,   60.5,   10.2,    0.0,    2.9,   39.1,    0.0,   31.3,   36.6,    0.9,    0.4,    2.3,    0.0,   96.1,   89.2,    3.9,   10.8,    101,     10,      4,      0,      6,     24,.,     19,     29,      9,.,      7,.,     42,     72,    56.8,    34.7,    72.1,    52.1,    56.6,    34.6,    71.8,    52.1,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,122741,CME ,00,122 ,   22801,       0,   11496,      16,   19836,    1639,       0,    1552,    7299,     565,       0,       0,       0,   21969,   21015,     832,    1786,    1138,       0,    -213,       0,    1490,    -265,    -213,     270,    2050,    -299,       0,       0,       0,    1248,    1060,    -110,      78,  100.0,    0.0,   50.4,    0.1,   87.0,    7.2,    0.0,    6.8,   32.0,    2.5,    0.0,    0.0,    0.0,   96.4,   92.2,    3.6,    7.8,     28,      0,      4,.,      6,.,      0,      5,     10,.,      0,      0,      0,     13,     17,    85.2,    63.5,    92.9,    81.6,    85.2,    62.1,    91.5,    79.1,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","FutOnly"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",220510,2022-05-10,12460+,CBT ,00,124 ,   41470,   20596,    8083,     243,    2992,    9945,     339,    9436,    7027,      34,     958,    8718,       0,   34596,   34389,    6874,    7082,    1746,     377,   -2179,     -99,     536,    3034,    -496,     964,     744,    -158,     107,     107,       0,    1231,     954,     516,     793,  100.0,   49.7,   19.5,    0.6,    7.2,   24.0,    0.8,   22.8,   16.9,    0.1,    2.3,   21.0,    0.0,   83.4,   82.9,   16.6,   17.1,     94,     17,     10,.,     14,     12,      4,     12,     22,.,.,      4,      0,     49,     55,    41.1,    38.8,    54.6,    51.8,    41.0,    38.8,    54.6,    51.8,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","FutOnly"
"DJIA x $5 - CHICAGO BOARD OF TRADE",220510,2022-05-10,124603,CBT ,00,124 ,   82940,   41191,   16166,     485,    5983,   19890,     678,   18871,   14054,      68,    1916,   17436,       0,   69192,   68777,   13748,   14163,    3492,     754,   -4358,    -198,    1071,    6068,    -992,    1928,    1488,    -315,     213,     214,       0,    2461,    1907,    1031,    1585,  100.0,   49.7,   19.5,    0.6,    7.2,   24.0,    0.8,   22.8,   16.9,    0.1,    2.3,   21.0,    0.0,   83.4,   82.9,   16.6,   17.1,     94,     17,     10,.,     14,     12,      4,     12,     22,.,.,      4,      0,     49,     55,    41.1,    38.8,    54.6,    51.8,    41.0,    38.8,    54.6,    51.8,"($5 X DJIA INDEX)","124603","CBT ","124 ","F20","FutOnly"
"DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE",220510,2022-05-10,124606,CBT ,00,124 ,   40068,   21113,   31016,       0,   12342,    4044,    1170,    1566,    2588,       0,     261,       0,       0,   36452,   38818,    3616,    1250,    1033,    -136,     897,       0,    1999,     -65,      65,    -929,    -120,     -13,     261,       0,       0,    1247,     764,    -214,     269,  100.0,   52.7,   77.4,    0.0,   30.8,   10.1,    2.9,    3.9,    6.5,    0.0,    0.7,    0.0,    0.0,   91.0,   96.9,    9.0,    3.1,     30,      5,      5,      0,     15,.,.,.,.,      0,.,      0,      0,     23,     10,    52.8,    86.4,    69.7,    95.7,    52.8,    84.7,    69.4,    94.0,"($100 X DJ US REAL ESTATE INDEX)","124606","CBT ","124 ","F20","FutOnly"
"S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,13874+,CME ,00,138 ,  452391,   42552,   67685,    9037,  188609,  133174,   63191,   58274,   60004,   11738,   27894,   55473,    1113,  402408,  401415,   49983,   50976,   10656,   -2068,    2073,    1402,   -3012,   14743,    4017,    6046,   -8924,     874,    1581,   -7656,     837,    9677,    7366,     979,    3290,  100.0,    9.4,   15.0,    2.0,   41.7,   29.4,   14.0,   12.9,   13.3,    2.6,    6.2,   12.3,    0.2,   89.0,   88.7,   11.0,   11.3,    538,     38,     40,     30,    141,     99,    117,     75,     76,     65,     34,     34,      9,    392,    367,    14.6,    21.4,    20.2,    28.7,    12.3,    19.7,    17.6,    26.2,"(S&P 500 INDEX X $250.00)","13874+","CME ","138 ","F20","FutOnly"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,138748,CME ,00,138 ,   18913,    1594,   16945,       0,   12652,     581,      99,    1271,     430,       0,     275,       0,       0,   15891,   18055,    3022,     858,     829,    -200,    1594,       0,     704,       0,       0,      70,    -518,       0,     275,       0,       0,     849,    1076,     -20,    -247,  100.0,    8.4,   89.6,    0.0,   66.9,    3.1,    0.5,    6.7,    2.3,    0.0,    1.5,    0.0,    0.0,   84.0,   95.5,   16.0,    4.5,     24,.,     10,      0,      7,.,.,.,.,      0,.,      0,      0,     11,     14,    51.1,    63.9,    78.9,    84.8,    51.1,    63.9,    78.9,    84.8,"($100 x S&P Select Sector Consumer Staples Index price)","138748","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,138749,CME ,00,138 ,   43430,   13739,   41092,       0,   17658,       0,       0,    7387,    1334,       0,     250,       0,       0,   39034,   42426,    4396,    1004,    -527,    2987,    1641,       0,   -1934,   -1881,       0,     392,       4,       0,     250,       0,       0,    1695,    -236,   -2222,    -291,  100.0,   31.6,   94.6,    0.0,   40.7,    0.0,    0.0,   17.0,    3.1,    0.0,    0.6,    0.0,    0.0,   89.9,   97.7,   10.1,    2.3,     40,      4,     10,      0,     16,      0,      0,      8,.,      0,.,      0,      0,     29,     11,    52.6,    72.5,    66.3,    91.1,    52.6,    72.5,    66.3,    91.1,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,13874A,CME ,00,138 , 2261956,  212762,  338423,   45187,  943043,  665870,  315954,  291368,  300020,   58692,  139470,  277365,    5566, 2012042, 2007077,  249914,  254879,   53282,  -10339,   10364,    7010,  -15058,   73715,   20086,   30231,  -44618,    4368,    7904,  -38278,    4183,   48385,   36830,    4897,   16452,  100.0,    9.4,   15.0,    2.0,   41.7,   29.4,   14.0,   12.9,   13.3,    2.6,    6.2,   12.3,    0.2,   89.0,   88.7,   11.0,   11.3,    538,     38,     40,     30,    141,     99,    117,     75,     76,     65,     34,     34,      9,    392,    367,    14.6,    21.4,    20.2,    28.7,    12.3,    19.7,    17.6,    26.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,13874C,CME ,00,138 ,   29032,   21206,   24506,       0,    4818,     935,       0,     423,    2077,       0,       0,       0,       0,   26447,   27518,    2585,    1514,     602,     615,    1103,       0,     -51,    -785,       0,    -189,    -150,       0,       0,       0,       0,     375,     168,     227,     434,  100.0,   73.0,   84.4,    0.0,   16.6,    3.2,    0.0,    1.5,    7.2,    0.0,    0.0,    0.0,    0.0,   91.1,   94.8,    8.9,    5.2,     23,      6,      5,      0,      6,.,      0,.,.,      0,      0,      0,      0,     13,     10,    71.9,    78.1,    86.2,    91.8,    71.9,    78.1,    86.2,    91.8,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,13874E,CME ,00,138 ,   21073,    1789,   20130,       0,   13399,       0,       0,    2102,       0,       0,       0,       0,       0,   17290,   20130,    3783,     943,     244,     396,     240,       0,    -244,       0,       0,     156,       0,       0,       0,       0,       0,     308,     240,     -64,       4,  100.0,    8.5,   95.5,    0.0,   63.6,    0.0,    0.0,   10.0,    0.0,    0.0,    0.0,    0.0,    0.0,   82.0,   95.5,   18.0,    4.5,     22,.,      9,      0,      8,      0,      0,.,      0,      0,      0,      0,      0,     13,      9,    55.1,    69.7,    71.5,    93.9,    55.1,    69.7,    71.5,    93.9,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,13874J,CME ,00,138 ,   21450,    3232,   17673,       0,   12132,       0,    1068,    2326,    1851,       0,       0,       0,       0,   18758,   20592,    2692,     858,    2291,     -77,    2847,       0,    2157,    -950,      -1,     717,     286,       0,       0,       0,       0,    2796,    2182,    -505,     109,  100.0,   15.1,   82.4,    0.0,   56.6,    0.0,    5.0,   10.8,    8.6,    0.0,    0.0,    0.0,    0.0,   87.4,   96.0,   12.6,    4.0,     30,      5,      8,      0,      9,      0,.,.,      5,      0,      0,      0,      0,     17,     14,    43.2,    69.5,    67.9,    86.6,    40.4,    69.5,    62.9,    84.0,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,13874U,CME ,00,138 ,  205271,   16912,   15416,       0,   20719,       5,     237,    7346,  158202,    2203,    4429,       0,       0,   51846,  176063,  153425,   29208,    9829,    2044,    5050,       0,     449,       0,      52,   -7072,    8074,   -3787,   -1800,       0,       0,  -10114,    9389,   19943,     440,  100.0,    8.2,    7.5,    0.0,   10.1,    0.0,    0.1,    3.6,   77.1,    1.1,    2.2,    0.0,    0.0,   25.3,   85.8,   74.7,   14.2,     24,.,.,      0,      9,.,.,.,      8,      4,.,      0,      0,     18,     12,    16.5,    77.2,    21.5,    85.1,    16.5,    76.2,    21.1,    84.1,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,13874W,CME ,00,138 ,  212310,   53558,   66892,  103788,       0,       0,       0,   14649,    1012,   38788,       0,       0,       0,  210783,  210480,    1527,    1830,   -2800,   -1430,    1400,    -870,       0,       0,       0,    -500,   -3330,       0,       0,       0,       0,   -2800,   -2800,       0,       0,  100.0,   25.2,   31.5,   48.9,    0.0,    0.0,    0.0,    6.9,    0.5,   18.3,    0.0,    0.0,    0.0,   99.3,   99.1,    0.7,    0.9,     20,      6,      7,      9,      0,      0,      0,.,.,      6,      0,      0,      0,     17,     18,    61.3,    61.9,    85.3,    86.6,    27.9,    27.2,    32.1,    32.0,"(S&P 500 TOTAL RETURN INDEX x $25)","13874W","CME ","138 ","F20","FutOnly"
"NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,20974+,CME ,00,209 ,   49984,   10276,   10965,     506,   14304,   11991,    1665,   12361,   10439,     996,    2531,    5003,      83,   42722,   41648,    7262,    8336,    4640,     957,    1367,     318,    -102,    2367,      45,    2412,    -525,     139,     -27,     902,      71,    3813,    4684,     827,     -44,  100.0,   20.6,   21.9,    1.0,   28.6,   24.0,    3.3,   24.7,   20.9,    2.0,    5.1,   10.0,    0.2,   85.5,   83.3,   14.5,   16.7,    293,     31,     21,     11,     49,     49,     37,     47,     47,     24,     18,     30,      5,    179,    191,    17.8,    25.8,    28.2,    35.4,    17.7,    25.5,    27.7,    35.0,"(NASDAQ 100 INDEX X $100)","20974+","CME ","209 ","F20","FutOnly"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,209742,CME ,00,209 ,  249921,   51380,   54824,    2531,   71521,   59957,    8327,   61804,   52194,    4981,   12655,   25015,     413,  213612,  208242,   36309,   41679,   23199,    4787,    6836,    1590,    -510,   11836,     225,   12060,   -2625,     694,    -136,    4509,     356,   19066,   23421,    4133,    -222,  100.0,   20.6,   21.9,    1.0,   28.6,   24.0,    3.3,   24.7,   20.9,    2.0,    5.1,   10.0,    0.2,   85.5,   83.3,   14.5,   16.7,    293,     31,     21,     11,     49,     49,     37,     47,     47,     24,     18,     30,      5,    179,    191,    17.8,    25.8,    28.2,    35.4,    17.7,    25.5,    27.7,    35.0,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,209747,CME ,00,209 ,   89076,    5808,     921,       0,     945,     577,       0,   23472,   64976,    2643,    7590,    1014,       0,   40458,   70131,   48618,   18945,   -4334,    2966,    -218,       0,     107,      55,       0,   -4400,   -1170,    -150,    1250,   -1614,       0,    -227,   -3097,   -4107,   -1237,  100.0,    6.5,    1.0,    0.0,    1.1,    0.6,    0.0,   26.4,   72.9,    3.0,    8.5,    1.1,    0.0,   45.4,   78.7,   54.6,   21.3,     39,      4,.,      0,.,.,      0,     10,     11,      5,      6,.,      0,     24,     20,    32.0,    69.6,    38.6,    74.3,    32.0,    69.6,    36.3,    72.8,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,239742,CME ,00,239 ,  524949,  225906,   11946,    2426,  142206,  263769,   53145,   59608,  116888,    5968,   15419,   45624,     172,  504850,  499938,   20099,   25011,   30560,   23015,    1328,     324,   -4331,   21890,    -127,   13441,    2439,     915,   -1404,    2772,      26,   31859,   29567,   -1299,     993,  100.0,   43.0,    2.3,    0.5,   27.1,   50.2,   10.1,   11.4,   22.3,    1.1,    2.9,    8.7,    0.0,   96.2,   95.2,    3.8,    4.8,    336,     34,     10,      4,     69,     76,     51,     41,     75,     26,      9,     22,.,    197,    223,    29.2,    25.1,    39.4,    36.0,    29.1,    24.7,    38.7,    33.0,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","FutOnly"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,239744,CME ,00,239 ,   29337,    7588,   28023,       0,   17228,     423,       0,    2539,     347,       0,       0,       0,       0,   27355,   28793,    1982,     544,     939,    1059,    1059,       0,      42,       0,       0,    -111,      26,       0,       0,       0,       0,     990,    1085,     -51,    -146,  100.0,   25.9,   95.5,    0.0,   58.7,    1.4,    0.0,    8.7,    1.2,    0.0,    0.0,    0.0,    0.0,   93.2,   98.1,    6.8,    1.9,     28,.,      7,      0,     13,.,      0,      4,.,      0,      0,      0,      0,     19,      9,    57.6,    82.5,    77.0,    97.4,    57.6,    82.5,    77.0,    97.4,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,240743,CME ,00,240 ,   41397,    3869,    2195,     709,   20532,    4317,    2447,    3326,    6507,      35,    4767,    1035,       8,   35693,   17253,    5704,   24144,    2332,     -70,    -980,      74,     688,     360,     216,    1862,    1101,      35,    -672,    -216,       8,    2141,     598,     191,    1734,  100.0,    9.3,    5.3,    1.7,   49.6,   10.4,    5.9,    8.0,   15.7,    0.1,   11.5,    2.5,    0.0,   86.2,   41.7,   13.8,   58.3,     55,      8,      5,.,     13,      6,      6,      5,     14,.,.,.,.,     32,     34,    51.6,    17.1,    62.4,    24.8,    47.3,    14.4,    58.0,    20.7,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",220510,2022-05-10,244041,ICUS,01,244 ,  418447,   30870,  185095,    3426,  283298,  134055,   54445,   20339,   19705,    1826,   15704,   13619,      26,  409934,  412197,    8513,    6250,    7418,    -491,   -8747,     128,    5857,   21808,     -81,    2620,    -673,    -176,     964,   -4188,       1,    8822,    8072,   -1404,    -654,  100.0,    7.4,   44.2,    0.8,   67.7,   32.0,   13.0,    4.9,    4.7,    0.4,    3.8,    3.3,    0.0,   98.0,   98.5,    2.0,    1.5,    203,     12,     13,      7,     75,     54,     43,     16,     18,      7,      8,      7,.,    144,    118,    32.4,    28.1,    46.3,    44.3,    29.7,    27.9,    41.5,    43.6,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220510,2022-05-10,244042,ICUS,01,244 , 1233357,  107431,  503424,    6266,  703966,  406387,  144878,  122980,  103082,   10962,  104698,   27271,    1377, 1202558, 1203647,   30799,   29710,   36476,     972,    -850,   -3223,   -4067,   24632,   -4841,    2282,   12491,    3213,   37246,    -141,     498,   32080,   31779,    4396,    4697,  100.0,    8.7,   40.8,    0.5,   57.1,   32.9,   11.7,   10.0,    8.4,    0.9,    8.5,    2.2,    0.1,   97.5,   97.6,    2.5,    2.4,    419,     25,     20,     10,    135,    100,     88,     46,     52,     31,     24,     17,      5,    301,    252,    21.2,    30.9,    29.8,    44.2,    19.5,    30.8,    27.5,    41.5,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,33874A,CME ,00,138 ,   60107,   32412,    2386,     251,   15071,   44650,    3048,    2016,    4582,       0,     422,       0,       0,   53220,   54917,    6887,    5190,    5681,    4962,    -390,      78,    -294,    4650,     419,     596,     936,      -3,    -175,       0,       0,    5583,    5690,      98,      -9,  100.0,   53.9,    4.0,    0.4,   25.1,   74.3,    5.1,    3.4,    7.6,    0.0,    0.7,    0.0,    0.0,   88.5,   91.4,   11.5,    8.6,     66,      7,.,.,     19,     27,     12,      5,      4,      0,.,      0,      0,     42,     37,    55.7,    42.3,    65.6,    59.5,    55.7,    41.9,    65.5,    59.1,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,43874A,CME ,00,438 ,  219691,    7461,  157425,   32375,   18557,       0,    2363,  137887,    2301,   18478,    2090,    6517,     140,  219351,  219599,     340,      92,    4474,    1685,    2672,   -2823,     552,       0,     800,    1155,     730,    3514,    -242,       0,       0,    4641,    4893,    -167,    -419,  100.0,    3.4,   71.7,   14.7,    8.4,    0.0,    1.1,   62.8,    1.0,    8.4,    1.0,    3.0,    0.1,   99.8,  100.0,    0.2,    0.0,     91,      7,     24,     15,     11,      0,.,     31,      5,      9,     10,.,.,     72,     47,    36.2,    52.7,    57.8,    77.2,    36.0,    46.9,    48.7,    69.3,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
